;new_id;contador;Web;Título;Autor;tipo_suscripcion;Cabecera;Fecha;rating_medio;total_lecturas
11868;gen_301_290720;1;ABC;Horóscopo de hoy, miércoles 29 de julio de 2020;ABC;gen;0;2020-07-28;2.9994984954864594;22476.0
11870;eco_318_290720;1;El Economista;¿En qué consiste la 'cartilla covid-19' que ha anunciado Madrid?;elEconomista.es ;eco;0;2020-07-28;2.9895350990924245;13459.0
11872;eco_320_290720;1;El Economista;La vacuna de Moderna podría salir al mercado por unos 50 euros;"
elEconomista.es , Europa Press 
";eco;0;2020-07-29;2.9864359214218896;13464.0
11874;eco_348_290720;1;El Economista;Una obra de Miró arrebata el protagonismo al autorretrato de Rembrandt;Status;eco;0;2020-07-29;2.997779217174054;13501.0
11876;eco_349_290720;1;El Economista;Speedmaster Dark Side of the Moon Alinghi, el fruto de la colaboración entre Omega y el equipo de vela Alinghi;Status;eco;0;2020-07-29;2.9988895058300944;13493.0
11878;eco_353_290720;1;El Economista;La reinvención de la economía alemana en un mundo post-Covid;['Javier Santacruz Cano', 'Gonzalo Velarde', 'Fernando Tadeo'];eco;0;2020-07-28;3.005216436350325;13587.0
11880;eco_366_290720;1;El Economista;Especial Turismo;[];eco;0;;3.0112369899603944;13526.0
11883;eco_373_290720;1;El Economista;61,9%;['Javier Santacruz Cano', 'Gonzalo Velarde', 'Fernando Tadeo'];eco;0;2020-07-28;2.9871129241609493;13569.0
11885;eco_389_290720;1;El Economista;El truco para saber si mi mascarilla de tela casera necesita filtro o si realmente protege del coronavirus ;Paco Vega;eco;0;2020-07-28;3.023399355135882;13490.0
11888;eco_392_290720;1;El Economista;Presentación de las cuentas anuales de una pyme;[];eco;0;;2.9982309124767226;13498.0
11890;dep_420_290720;1;Marca;"                    Síndrome del arroz frito: cómo evitar esta intoxicación alimentaria
                ";Marca;dep;0;2020-07-29;3.0035858771607207;13589.0
11892;dep_421_290720;1;Marca;"                    ¿Es legal apostar en los esports?
                ";María M.;dep;0;2020-07-27;2.987623533758197;13492.0
11895;dep_432_290720;1;Marca;"    Márquez y su vídeo haciendo flexiones con el que alucinó todo el paddock
";Marca;dep;0;;2.986441615938019;13465.0
11897;dep_437_290720;1;Marca;"                    El Rally Team Spain prosigue su racha en el Europeo
                ";Nacho Villarín;dep;0;2020-07-29;3.0175551470588236;13556.0
11899;gen_441_290720;1;La Razón;Abascal anuncia una moción de censura contra el Gobierno para septiembre ;Carmen  Macías ;gen;1;2020-07-29;3.012536055025516;22455.0
11901;gen_442_290720;1;La Razón;Sánchez niega recortes: “Lo que Europa nos pide son las prioridades del Gobierno”;Ainhoa Martínez;gen;0;2020-07-29;2.992980710772122;22607.0
11903;gen_443_290720;1;La Razón;El PSOE se salta la limitación de aforo del Congreso y abarrota su bancada para aplaudir a Sánchez;Ainhoa Martínez;gen;0;2020-07-29;2.9741939064320992;22508.0
11905;gen_444_290720;1;La Razón;«La ministra de Exteriores desprecia la diplomacia»;A. Rojo, Ainhoa Martínez;gen;0;2020-07-29;3.0042579075425793;22628.0
11907;gen_445_290720;1;La Razón;“Una sociedad con mascarilla”;Francisco Marhuenda;gen;0;2020-07-29;2.9911862527716186;22647.0
11909;gen_453_290720;1;La Razón;¿Quién es Zendaya, la sorpresa más agradable de los Emmy?;Cecilia García;gen;0;2020-07-29;2.983238668003118;22497.0
11912;gen_454_290720;1;La Razón;Seis robots que han cambiado tu vida radicalmente (sin que lo sepas);Jonathan Roberts;gen;0;2020-07-29;2.9906526456351195;22470.0
11915;gen_456_290720;1;La Razón;El Santander anuncia pérdidas históricas de 10.798 millones y un beneficio ordinario de 1.908 millon;Jesús Rivasés;gen;0;2020-07-29;3.0092206854413153;22440.0
11917;gen_458_290720;1;La Razón;Cuando Carlos III apoyó a los rebeldes americanos;Jorge Vilches;gen;0;2020-07-29;2.9912047792897445;22560.0
11919;gen_461_290720;1;La Razón;Los tres sabores del neutrino;Alberto Aparici;gen;0;2020-07-29;3.0003916083916082;22394.0
11922;gen_462_290720;1;La Razón;El siniestro juicio de  Johnny Depp y Amber Heard: drogas, alcohol y desfase;Celia Maza;gen;0;2020-07-29;3.011019129656561;22461.0
11924;gen_463_290720;1;La Razón;La nueva normalidad de Miguel Ángel Perera: «Me da vergüenza lo que puedan pensar de nosotros fuera ;Patricia Navarro;gen;0;2020-07-29;2.982588027195843;22643.0
11929;gen_464_290720;1;La Razón;Por qué tienes que ver... “Stargirl”: una superheroína entre el bien y el mal;Víctor Esquirol;gen;0;2020-07-29;2.9957019257605357;22406.0
11931;gen_465_290720;1;La Razón;Concha Jerez, una okupa en el Reina Sofía;Julián Herrero;gen;0;2020-07-29;3.0147420147420148;22437.0
11933;gen_466_290720;1;La Razón;Joe Biden promete justicia racial para aplacar el malestar;Julio Valdeón;gen;0;2020-07-29;3.0039275093979687;22415.0
11935;gen_468_290720;1;La Razón;Imágenes del consulado de Venezuela vandalizado en Bogotá tras un año cerrado ;Ángel Sastre;gen;0;2020-07-29;2.9995569585202415;22463.0
11937;gen_471_290720;1;La Razón;Un joven le roba la pistola a un agente en el centro de Granada y acaba herido de bala ;La Razón;gen;0;2020-07-29;2.996654959023248;22300.0
11939;gen_472_290720;1;La Razón;Intentó quitarse la piel de los dedos para no ser reconocido por la huella d actilar;J.M. Zuloaga;gen;0;2020-07-29;3.0022865428587364;22412.0
11941;gen_473_290720;1;La Razón;Al mítico Joaquín Ramos se le para el corazón;Patricia Navarro;gen;0;2020-07-29;3.0033975715717944;22489.0
11945;gen_536_290720;1;La Razón;Un grupo de científicos reviven microbios de hace 100 millones de años recuperados del fondo marino;Reuters;gen;0;2020-07-28;3.0142061281337047;22564.0
11948;gen_541_290720;1;La Razón;Última tecnología para blindar las residencias frente al COVID  ;La Razón;gen;0;2020-07-29;2.993924530405217;22544.0
11950;gen_542_290720;1;La Razón;Una burbuja de astronauta para protegerse del covid-19;La Razón;gen;0;2020-07-29;2.9976727433922536;22585.0
11952;gen_555_290720;1;La Razón;Día internacional del tigre;EFM, EFE;gen;0;2020-07-29;3.008984028393966;22640.0
11954;gen_561_290720;1;La Razón;El Congreso aprueba la comparecencia de Rosa María Mateo;La Razón;gen;0;2020-07-28;2.994198047419805;22406.0
11956;gen_564_290720;1;La Razón;Los seis mejores documentales para curiosos que hay en Internet;Alfonso Masoliver Sagardoy;gen;0;2020-07-28;3.019081428888396;22570.0
11959;gen_575_290720;1;La Razón;Comienzan las finales de la Liga Nexo;Jaime García Díaz - What The Fav;gen;0;2020-07-28;2.9989928943098527;22387.0
11962;eco_595_290720;1;Cinco Días;El número de ocupados que trabaja realmente se desploma a su nivel más bajo desde 2001;  Juande Portillo  ;eco;0;2020-07-28;3.0019657399606854;13365.0
11964;eco_597_290720;1;Cinco Días;Bankia deja la puerta abierta a una fusión en los próximos meses;  Ángeles Gonzalo Alconada  ;eco;0;2020-07-28;2.9841138659320476;13560.0
11966;eco_605_290720;1;Cinco Días;Bruselas desmonta Mifid 2 y potencia el análisis bursátil de más de 60 valores españoles;  Pablo Martín Simón  ;eco;0;2020-07-28;2.995079836613442;13581.0
11968;eco_608_290720;1;Cinco Días;El fondo de reconstrucción convierte a la UE en el referente de deuda pública;  Gema Escribano  ;eco;0;2020-07-28;3.0001851680399962;13468.0
11970;eco_610_290720;1;Cinco Días;BBVA, un paso al frente por la vida y la economía;  Beatriz Pérez Galdón  ;eco;0;2020-07-28;3.012330686595049;13474.0
11972;eco_616_290720;1;Cinco Días;Empatía, el éxito de conectar con el cliente;  Alejandro González Luna  ;eco;0;2020-07-27;2.971744132535665;13619.0
11975;eco_618_290720;1;Cinco Días;Llévate el wifi contigo este verano allá donde vayas, ¿sabes cómo?;  José Luis Sanz  ;eco;0;2020-07-28;3.0019783325482807;13369.0
11979;eco_619_290720;1;Cinco Días;¿Son nulos los despidos provocados por la Covid?;  Irene Cortés  ;eco;0;2020-07-28;3.0110873008478523;13432.0
11984;eco_620_290720;1;Cinco Días;Hacienda incorpora videoconferencias para “procedimientos de aplicación de tributos”;  J. A. Vega Ortega  ;eco;0;2020-07-22;3.0085004157812065;13530.0
11988;eco_622_290720;1;Cinco Días;Liberbank se dispara en Bolsa aupado por ruido de fusión;  Á.Gonzalo  ;eco;0;2020-07-28;2.983670080265707;13541.0
11990;eco_627_290720;1;Cinco Días;Nissan ofrece el 85% del sueldo a los mayores de 54 años en su plan de prejubilaciones;  CINCO DÍAS  ;eco;0;2020-07-28;2.9961175818080976;13626.0
11992;eco_639_290720;1;Cinco Días;Ahorrar sin perder de vista el largo plazo;  Vera Castelló  ;eco;0;2020-07-21;3.003309127677176;13641.0
11995;dep_692_290720;1;As;Lautaro mete uno de los goles del año y deja una celebración que va a traer mucha cola...;AStv;dep;0;2020-07-28;3.0344700460829492;13610.0
11997;dep_713_290720;1;As;PS Plus celebra su X Aniversario;Álvaro González;dep;0;2020-07-29;3.0055073275459723;13469.0
11999;dep_717_290720;1;As;El proyecto de Bartomeu: sus 7 fichajes para ir a por todo;AStv;dep;0;2020-07-28;2.9860970444710433;13495.0
12001;dep_728_290720;1;As;El futuro de los jugadores cedidos del Real Madrid;Marco Ruiz/AS FOTOGRAFÍA;dep;0;2020-07-29;2.9920340866987774;13500.0
12003;dep_729_290720;1;As;El idilio del Real Madrid con la Champions no se refleja en las cuotas de las casas de apuestas;LAS APUESTAS DE AS;dep;0;2020-07-29;2.965440563328083;13536.0
12006;dep_731_290720;1;As;"""El mejor argentino en Europa tras Messi"": imposible no querer al Papu y su último golazo";AStv;dep;0;2020-07-28;3.0058850574712643;13604.0
12008;dep_794_290720;1;As;10 padres e hijos con historia olímpica;Alberto Martínez;dep;0;2020-07-29;2.9888049258326337;13450.0
12010;dep_795_290720;1;As;Descubre el traspaso más caro de los grandes clubes europeos;AS FOTOGRAFÍA;dep;0;2020-07-29;2.990187002406962;13440.0
12012;eco_807_290720;1;Expansión;Moderna pone precio a su vacuna contra el coronavirus;EXPANSIÓN.COM;eco;0;2020-07-29;2.988216737799221;13519.0
12014;eco_828_290720;1;Expansión;Así será la revolución del hidrógeno que planea el Gobierno;I.G.;eco;0;2020-07-29;2.9991698182824464;13524.0
12016;eco_840_290720;1;Expansión;El sábado con Expansión, Los mejores valores del mundo;EXPANSIÓN.COM;eco;0;2020-07-28;2.996026612456108;13448.0
12018;eco_841_290720;1;Expansión;Inauguran en Murcia la piscina en la que no te atreverías a bañarte;MARIBEL GONZÁLEZ;eco;0;2020-07-28;2.9975972645781352;13487.0
12020;eco_842_290720;1;Expansión;Cranchi T36 Crossover: la opción familiar para navegar este verano;NAUTA360;eco;0;2020-07-28;2.9894077553652023;13615.0
12023;gen_20_300720;1;El Mundo;Política. Pablo Casado, atrapado entre el fuego del PSOE y Vox;LUIS ÁNGEL SANZ;gen;0;2020-07-30;2.988301175426924;22402.0
12025;gen_22_300720;1;El Mundo;"'Procés'. Iñigo Urkullu: ""Puigdemont dice que hará una cosa y luego hace otra""";BELÉN FERRERAS;gen;0;2020-07-30;2.989780048878027;22547.0
12027;gen_23_300720;1;El Mundo;Terrorismo. Francia decreta la puesta en libertad vigilada con brazalete electrónico de 'Josu Ternera';BEATRIZ JUEZ;gen;0;2020-07-29;3.0049756806619334;22346.0
12029;gen_25_300720;1;El Mundo;Política. El Congreso aprueba por tres votos el dictamen económico para la reconstrucción;MARISA CRUZ;gen;0;2020-07-29;3.0111648058656892;22486.0
12031;gen_26_300720;1;El Mundo;Covid-19. Sánchez pide por carta a Torra y a Urkullu que acudan a la Conferencia de Presidentes;LUIS ÁNGEL SANZ;gen;0;2020-07-29;3.0070714325175403;22439.0
12033;gen_29_300720;1;El Mundo;Efecto positivo. Envejecer en el pueblo: cómo cuidar a los mayores de la España rural;-;gen;0;;2.9982183620065697;22348.0
12035;gen_35_300720;1;El Mundo;Condenado. Ocho años para el violador descubierto en 'El Programa de Ana Rosa' que ofrecía trabajos falsos a sus víctimas;PABLO HERRAIZ;gen;0;2020-07-30;3.017126285839352;22706.0
12037;gen_36_300720;1;El Mundo;Tiempo. 40 provincias, en riesgo en el primer día de la ola de calor que será extremo en Vizcaya;EUROPA PRESS;gen;0;2020-07-30;2.990459186520114;22509.0
12039;gen_38_300720;1;El Mundo;"Justicia. Corinna Larsen: ""Yo compraba regalos con mi tarjeta y Don Juan Carlos me los pagaba después""";ESTEBAN URREIZTIETA;gen;0;2020-07-29;3.0030752026838132;22475.0
12041;gen_39_300720;1;El Mundo;Justicia. La juez archiva la causa abierta contra el abogado purgado de Podemos por acoso sexual;ÁNGELA MARTIALAY;gen;0;2020-07-29;2.996154060531743;22455.0
12043;gen_40_300720;1;El Mundo;Terrorismo. Interior acerca a uno de los asesinos del teniente coronel Blanco y a otros tres presos de ETA;FERNANDO LÁZARO;gen;0;2020-07-29;3.0182617894326595;22460.0
12045;gen_41_300720;1;El Mundo;El tiempo. El calor, con hasta 41 grados, pone en alerta a Madrid, Extremadura, Andalucía, Castilla-La Mancha y Castilla y León;EFE;gen;0;2020-07-29;3.0064490803050696;22345.0
12047;gen_42_300720;1;El Mundo;España. Detectado en el área de Vigo un brote de coronavirus originado en una familia procedente de Madrid;EUROPA PRESS | EL MUNDO;gen;0;2020-07-29;2.98933747986894;22398.0
12049;gen_43_300720;1;El Mundo;Murcia. Buscan a 15 inmigrantes de cerca de 100 fugados de la cuarentena en Cartagena;EFE;gen;0;2020-07-29;2.9922506365548545;22491.0
12051;gen_47_300720;1;El Mundo;Gobierno. Pablo Iglesias arremete contra la justicia por devolver a la cárcel a los presos del 'procés';EUROPA PRESS;gen;0;2020-07-28;3.0040367175403673;22574.0
12053;gen_49_300720;1;El Mundo;"Política. El Gobierno, a Torra y a Urkullu: ""Es obligatorio que asistan a la conferencia de presidentes""";LUIS ÁNGEL SANZ;gen;0;2020-07-28;2.9980286934618334;22675.0
12055;gen_50_300720;1;El Mundo;Galicia. Registro obligatorio a los viajeros que procedan de Aragón, Cataluña, Navarra, País Vasco y La Rioja;EFE;gen;0;2020-07-28;3.016074119551264;22376.0
12057;gen_87_300720;1;El País;La trama del crudo chavista a cambio de maíz mexicano;Javier Lafuente Elías Camhaji Roberto Deniz;gen;0;2020-07-29;3.0066048731753345;22483.0
12059;gen_129_300720;1;El País;Las competencias digitales marcan el paso de los nuevos títulos de Formación Profesional;Nacho Meneses;gen;0;2020-07-29;3.0007239919803967;22472.0
12061;gen_160_300720;1;El País;Cuando España intentó exterminar al pueblo gitano;El País;gen;0;2020-07-29;2.980819048668908;22460.0
12063;gen_161_300720;1;El País;El jardinero horticultor;Tere García;gen;0;2020-07-20;2.996281496281496;22552.0
12065;gen_166_300720;1;El País;La peregrinación a La Meca durante el coronavirus;El País;gen;0;2020-07-29;2.9805393383375036;22494.0
12067;gen_167_300720;1;El País;Plegable y convertible en mesa: el carrito portasillas que hace los trayectos a la playa más cómodos;El País;gen;0;2020-07-28;3.001658558160106;22576.0
12069;gen_168_300720;1;El País;Analizamos los cinco mejores altavoces Bluetooth para usar en cualquier lugar este verano;El País;gen;0;2020-07-27;3.001834556370914;22426.0
12071;gen_173_300720;1;El País;Abierto el plazo de inscripción al Máster de Periodismo 2020-2022;El País;gen;0;;2.9914043313239564;22356.0
12073;gen_185_300720;1;El País;Por qué el Real Madrid sigue siendo la marca más valiosa del fútbol;El País;gen;0;2020-07-29;2.995687748783724;22583.0
12078;gen_195_300720;1;ABC;Madrid pone el foco en el botellón tras el aumento de contagios entre jóvenes;Ignacio S. Calleja;gen;0;2020-07-30;2.9965296904263523;22599.0
12080;gen_261_300720;1;ABC;Iker Jiménez recupera «La estirpe de los libres», el programa que lanzó para hablar del coronavirus;Play TV;gen;0;2020-07-29;2.9887640449438204;22575.0
12082;gen_265_300720;1;ABC;Fotogalería: Passat GTE;Revisar;gen;0;4010-47-66;3.0289871292669277;22327.0
12084;eco_341_300720;1;El Economista;La lucha contra el cambio climático se merece algo mejor que la mera adopción de postulados ;['Carmen Obregón', 'Carlos Jaramillo', 'Fernando Tadeo'];eco;0;2020-07-23;3.0035348837209304;13447.0
12086;dep_403_300720;1;Marca;"                    Caparrós: ""Desde FIFA quieren implantar otro fútbol que hable más del VAR que de jugadores""
                ";Radio MARCA;dep;0;2020-07-29;3.013067083831784;13528.0
12088;gen_426_300720;1;La Razón;Abascal no será el candidato de la moción estéril de Vox;Carmen  Macías , Ainhoa Martínez;gen;1;2020-07-30;3.0054887176359704;22522.0
12090;gen_427_300720;1;La Razón;“Una moción de censura diferida”;Francisco Marhuenda;gen;0;2020-07-30;2.9957780123326483;22496.0
12092;gen_429_300720;1;La Razón;El ex abogado de Podemos se ratifica ante el juez: «Han metido la mano en la caja»;Susana Campo;gen;0;2020-07-30;2.9755826859045507;22473.0
12094;gen_430_300720;1;La Razón;Un café con Junqueras;Toni Bolaño;gen;0;2020-07-30;2.9977803673492036;22487.0
12096;gen_431_300720;1;La Razón;Sánchez augura una «legislatura larga y fructífera» con Presupuestos;Ainhoa Martínez;gen;0;2020-07-30;3.0249433106575965;22586.0
12098;gen_432_300720;1;La Razón;Caos en el SEPE: sin cobrar el ERTE hasta noviembre;Inma Bermejo;gen;0;2020-07-30;2.9901431196747787;22488.0
12100;gen_438_300720;1;La Razón;Kodak, de icono de la fotografía a sobrevivir con los medicamentos;La Razón;gen;0;2020-07-30;3.0050337426706495;22541.0
12102;gen_440_300720;1;La Razón;Lukashenko, el último dictador de Europa, se asegura su sexta victoria consecutiva;Eduardo Bajo;gen;0;2020-07-30;2.9934331348433414;22471.0
12104;gen_443_300720;1;La Razón;Los submarinos de la Segunda Guerra Mundial que funcionaban con agua oxigenada;Jordi Pereyra;gen;0;2020-07-30;3.0050826630920464;22407.0
12107;gen_444_300720;1;La Razón;«Física o química»: cómo hemos cambiado;Cecilia García;gen;0;2020-07-30;2.999502982107356;22551.0
12109;gen_445_300720;1;La Razón;Deberían estar muertos, pero en cambio se han vuelto verdes;Ignacio Crespo;gen;0;2020-07-29;3.0001672800267647;22345.0
12112;gen_447_300720;1;La Razón;Marbella: de la pasarela de estrellas al ocaso del lujo;Jesús Amilibia, Marta Boira Vara del Rey;gen;0;2020-07-30;2.9991152399911525;22597.0
12114;gen_449_300720;1;La Razón;Mo Anthoine, el escalador que no buscaba récords, sino llegar al límite    ;Toni Montesinos;gen;0;2020-07-30;2.9908657887363406;22395.0
12116;gen_452_300720;1;La Razón;El Senado de EE UU presiona a los gigantes tecnológicos;Julio Valdeón;gen;0;2020-07-29;2.9961779205672188;22538.0
12118;gen_453_300720;1;La Razón;Arabia Saudí cierra la puerta de La Meca a las peregrinaciones masivas;Ethel Bonet;gen;0;2020-07-30;2.9876234876234875;22539.0
12120;gen_454_300720;1;La Razón;Trump insiste en el uso de la hidroxicloroquina ;Julio Valdeón;gen;0;2020-07-29;2.9910992434356922;22471.0
12122;gen_456_300720;1;La Razón;El BBVA pierde 1.157 millones en el primer semestre;Jesús Rivasés;gen;0;2020-07-30;2.976630856130247;22556.0
12124;gen_458_300720;1;La Razón;La media maratón de Lisette Oropesa;Gema Pajares;gen;0;2020-07-30;2.9959347329732138;22413.0
12126;gen_459_300720;1;La Razón;Cómo practicar el arte del buen extravío;Ángeles López;gen;0;2020-07-30;3.0012224938875307;22510.0
12128;gen_525_300720;1;La Razón;¿Debemos fiarnos de la Wikipedia o no?;Roberto R. Aramayo;gen;0;2020-07-30;3.0164252816158927;22581.0
12130;gen_530_300720;1;La Razón;Sánchez convocará una Conferencia de Presidentes a finales de agosto para preparar la vuelta a los c;Agencia EFE;gen;0;2020-07-29;2.993021710234825;22469.0
12132;gen_545_300720;1;La Razón;¿Cuál es el programa de TV más longevo de España?;Cecilia García;gen;0;2020-07-30;3.0003321523472097;22451.0
12134;gen_546_300720;1;La Razón;«La  Fortuna», de Amenábar, inicia travesía;Cecilia García;gen;0;2020-07-30;2.982868902608599;22604.0
12136;gen_555_300720;1;La Razón;¿Mormo o facera? Del atún hasta los andares;Tatiana Ferrandis;gen;0;2020-07-30;2.9850944021199073;22587.0
12138;gen_560_300720;1;La Razón;G2 Arctic organiza la ‘Irrechipstible Cup by Chips Ahoy’ parada del Circuito Tormenta  ;Jaime García Díaz - What The Fav;gen;0;2020-07-29;3.0080926777894796;22453.0
12140;eco_572_300720;1;Cinco Días;Las 20 empresas con mayores pérdidas de la historia corporativa española;Cinco Días;eco;0;2020-07-29;2.98894620486367;13485.0
12142;eco_573_300720;1;Cinco Días;El IPC regresa a las caídas: baja tres décimas en julio, al -0,6%, por el turismo y la hostelería;  CINCO DÍAS  ;eco;0;2020-07-29;2.9855099386958943;13491.0
12144;eco_581_300720;1;Cinco Días;Sacyr y Hotusa estrenan el blindaje de Economía para vender deuda a inversores;  Pablo Martín Simón  ;eco;0;2020-07-29;3.0047521431233695;13410.0
12146;eco_586_300720;1;Cinco Días;Santander mira hacia atrás con rabia y hacia delante con esperanza;  Christopher Thompson  ;eco;0;2020-07-29;3.0237241379310347;13566.0
12148;eco_590_300720;1;Cinco Días;BME cancela el dividendo previsto para septiembre tras pasar al control de Six;  Pablo Martín Simón  ;eco;0;2020-07-29;2.992915631612844;13574.0
12150;eco_594_300720;1;Cinco Días;Las ofertas de empleo caen un 70% durante la pandemia;  Julia F. Cadenas  ;eco;0;2020-07-29;2.990141369047619;13390.0
12152;eco_597_300720;1;Cinco Días;Iecisa, ocasión para que el teletrabajo continúe;  Marta Yoldi  ;eco;0;2020-07-28;2.988613406795225;13616.0
12154;eco_607_300720;1;Cinco Días;La Fed prorroga las inyecciones de dólares a todos los grandes bancos centrales;  Gema Escribano  ;eco;0;2020-07-29;3.0255248312216776;13534.0
12156;eco_618_300720;1;Cinco Días;Para Emma, marca líder en descanso, la innovación es protagonista;Cinco Días;eco;0;2020-07-28;3.006581996848058;13494.0
12158;dep_644_300720;1;As;"""Lo mando porque nadie me cree"": el vídeo de Copenhague que tiene a Twitter ojiplático";AStv;dep;0;2020-07-29;2.9784199314624433;13540.0
12160;dep_650_300720;1;As;Disputa entre bañistas y deportistas del mar en Tarifa;AStv;dep;0;2020-07-30;3.017405795759652;13494.0
12162;dep_679_300720;1;As;Gudelj manda un mensaje tranquilizador y deja a Twitter en shock por su castellano;AStv;dep;0;2020-07-29;2.995571138586455;13507.0
12164;dep_693_300720;1;As;Visión panorámica, antivaho y sujeción para la cámara: tenemos la mejor máscara de buceo para la playa;Showroom;dep;0;2020-07-30;2.982129697862933;13559.0
12166;dep_696_300720;1;As;Resistente al agua y con peine-guía: así es la afeitadora corporal más vendida en Amazon;Showroom;dep;0;2020-07-29;3.008411214953271;13522.0
12168;eco_753_300720;1;Expansión;Expectación judicial máxima para la declaración de bienes en el extranjero;LUIS MIGUEL LARRIBA FLORES;eco;0;2020-07-30;3.011890385508593;13505.0
12170;gen_129_310720;1;El País;La crisis sanitaria derrumba la compra de casas de lujo;David Vázquez;gen;0;2020-07-30;2.9880641758729807;22594.0
12172;gen_237_310720;1;ABC;Chef bosquet;Chef Bosquet;gen;0;--;3.0092105263157896;22699.0
12174;eco_311_310720;1;El Economista;Iberdrola es el valor más alcista del EuroStoxx en el año;['EFE ', 'elEconomista.es '];eco;0;2020-07-30;3.0153746411040103;13517.0
12176;eco_371_310720;1;El Economista;0;['EFE ', 'elEconomista.es '];eco;0;2020-07-30;3.000273248929775;13619.0
12180;gen_440_310720;1;La Razón;Urkullu acude por sorpresa a la conferencia de Presidentes tras pactar con el Gobierno el déficit y ;Susana Campo, A. Rojo;gen;1;2020-07-31;3.0118201997780245;22509.0
12182;gen_441_310720;1;La Razón;Desplome histórico de la economía española del 22% en el segundo trimestre;Roberto Lopez;gen;0;2020-07-31;2.995005549389567;22557.0
12184;gen_442_310720;1;La Razón;Podemos oculta los ingresos desde 2018 en su portal de transparencia;A. Rojo;gen;0;2020-07-31;2.9995570321151717;22504.0
12186;gen_443_310720;1;La Razón;“Las mentiras de Illa y Simón”;Francisco Marhuenda;gen;0;2020-07-31;2.9924318308291595;22513.0
12188;gen_444_310720;1;La Razón;La Fortuna, un barrio levantado contra sus okupas;Jaime Vicente Echagüe;gen;0;2020-07-31;2.9939622223453166;22519.0
12190;gen_446_310720;1;La Razón;Esquerra y JxCat empatarían prácticamente si ahora hubiera elecciones, según el CIS catalán;Javier Gallego;gen;0;2020-07-31;3.006623259991019;22270.0
12192;gen_450_310720;1;La Razón;Jeffrey Epstein a su “madam” Ghislaine Maxwell: “No has hecho nada malo. Ve a fiestas”;Karen Freifeld (Reuters);gen;0;2020-07-31;3.011629848088587;22465.0
12194;gen_451_310720;1;La Razón;Alemania sube la alerta e impone cuarentena o test a los turistas de Cataluña, Aragón y Navarra  ;La Razón;gen;0;2020-07-31;2.9885285682770792;22629.0
12196;gen_454_310720;1;La Razón;El rapero desmembrado por su mujer, puesto en salazón y escondido en una nevera ;Paco Rodríguez;gen;0;2020-07-31;2.9946464421146555;22396.0
12198;gen_455_310720;1;La Razón;Ayuso defiende la cartilla Covid como un registro para el que se haya sometido a pruebas;La Razón;gen;0;2020-07-31;3.00865873414893;22369.0
12200;gen_456_310720;1;La Razón;Descubren una nueva bacteria que se alimenta de metal;Ignacio Crespo;gen;0;2020-07-31;3.0057550771955066;22482.0
12202;gen_458_310720;1;La Razón;Pierre Laval, el amigo francés del fascismo;David Solar;gen;0;2020-07-31;2.9953395472703064;22435.0
12204;gen_461_310720;1;La Razón;“Blanco en blanco”: ¿Puede haber belleza en un genocidio?;Marta Moleón;gen;0;2020-07-31;3.003003838237748;22510.0
12206;gen_462_310720;1;La Razón;Tributo a la cocina francesa desde Calpe ;Tatiana Ferrandis;gen;0;2020-07-30;3.0007283321194467;22447.0
12208;gen_463_310720;1;La Razón;La nueva normalidad de Diego Guerrero: «El covid nos ha pillado a todos con el pie cambiado y al gob;Tatiana Ferrandis;gen;0;2020-07-31;2.9893438964516847;22368.0
12210;gen_465_310720;1;La Razón;Vietnam registra su primera muerte por covid-19 tras esquivar durante cuatro meses la pandemia;Phuong Nguyen (Reuters);gen;0;2020-07-31;3.0065085493656922;22633.0
12212;gen_467_310720;1;La Razón;Bolsonaro sufre “una pequeña infección” en los pulmones tras superar el coronavirus;La Razón;gen;0;2020-07-31;2.977723323680107;22470.0
12214;gen_470_310720;1;La Razón;Cuatro informes jurídicos del Ayuntamiento desestiman recurrir la sentencia que anula Madrid Central;E. E.;gen;0;2020-07-31;2.9954217000386123;22597.0
12216;gen_472_310720;1;La Razón;El Sabadell gana 145 millones y alcanza un 70% de clientes digitales;S. de la Cruz;gen;0;2020-07-31;2.998875772906127;22336.0
12218;gen_473_310720;1;La Razón;«Centenarios»: los guardianes de la memoria colectiva;Cecilia García;gen;0;2020-07-31;2.975869685256764;22522.0
12220;gen_474_310720;1;La Razón;La matriz de Iberia pierde 3.806 millones y anuncia una ampliación de capital de 2.750 millones;Roberto Lopez;gen;0;2020-07-31;2.996511821050883;22447.0
12222;gen_481_310720;1;La Razón;Próximas vacaciones: Gran Canaria. ¡Tienes mucho por vivir!;La Razón;gen;0;2020-07-31;2.9938853082135184;22727.0
12224;eco_584_310720;1;Cinco Días;El Covid hunde a España en recesión tras una histórica caída del 18,5% en el segundo trimestre;  J. Portillo  ;eco;1;2020-07-29;2.9875941922440727;13474.0
12226;eco_627_310720;1;Cinco Días;Telefónica abre la opción a vender redes de fibra a inversores para reducir deuda;  Santiago Millán Alonso  ;eco;0;2020-07-30;3.0171444631815625;13469.0
12228;dep_723_310720;1;As;La mujer de esta pareja sufre alopecia, el novio la rapa y ahí preparen el pañuelo: imposible no emocionarse;AStv;dep;0;2020-07-30;2.9999082400440447;13637.0
1;new_2_070720;1;El Confidencial;País Vasco cree que el brote de Ordizia, con 30 positivos, se ha 'importado' de Lleida;Agencias;new;0;2020-07-07;2.9985357018997343;32456.0
